Product_ID,Product_Name,Country,avg_price,std_price,min_price,max_price,count,CV
AGEIGG567,Elite Insulated Gloves Green,Italy,49.96,27.44988524566178,30.55,69.37,2,54.94372547170092
AGEIGG567,Elite Insulated Gloves Green,Japan,61.69,16.845892674477064,35.46,78.57,5,27.307331292716913
AGEIGG567,Elite Insulated Gloves Green,South Korea,71.115,4.376990975544728,68.02,74.21,2,6.154806968353692
AGEIGG567,Elite Insulated Gloves Green,USA,49.79571428571428,10.788332983896476,36.93,65.61,7,21.665183718413903
AGEIGG922,Elite Insulated Gloves Gray,Andorra,74.17,,74.17,74.17,1,
AGEIGG922,Elite Insulated Gloves Gray,Austria,33.806666666666665,15.085398017067146,23.49,51.12,3,44.622553787420074
AGEIGG922,Elite Insulated Gloves Gray,France,38.6825,19.23056477144058,21.17,75.38,8,49.713862267021476
AGEIGG922,Elite Insulated Gloves Gray,Italy,34.605000000000004,18.27871029367226,21.68,47.53,2,52.82100937342077
AGEIGG922,Elite Insulated Gloves Gray,Japan,41.39,,41.39,41.39,1,
AGEIGG922,Elite Insulated Gloves Gray,South Korea,49.57,5.953839097590731,45.36,53.78,2,12.0109725591905
AGEIGG922,Elite Insulated Gloves Gray,USA,39.879999999999995,13.74035176648206,22.1,54.93,4,34.454242142633056
AGEIGO100,Elite Insulated Gloves Orange,Andorra,20.34,,20.34,20.34,1,
AGEIGO100,Elite Insulated Gloves Orange,Austria,47.85,23.277955236661146,31.39,64.31,2,48.6477643399397
AGEIGO100,Elite Insulated Gloves Orange,Canada,32.144999999999996,15.902831508885457,20.9,43.39,2,49.47217766024408
AGEIGO100,Elite Insulated Gloves Orange,China,42.269999999999996,2.2910259710444127,40.65,43.89,2,5.419981005546281
AGEIGO100,Elite Insulated Gloves Orange,France,78.6,,78.6,78.6,1,
AGEIGO100,Elite Insulated Gloves Orange,Italy,63.160000000000004,23.1648181516713,46.78,79.54,2,36.67640619327312
AGEIGO100,Elite Insulated Gloves Orange,Japan,36.8525,17.029653304359037,24.77,61.58,4,46.21030677527722
AGEIGO100,Elite Insulated Gloves Orange,South Korea,32.85,,32.85,32.85,1,
AGEIGO100,Elite Insulated Gloves Orange,Spain,59.74,9.291383104791235,53.17,66.31,2,15.553034992954862
AGEIGO100,Elite Insulated Gloves Orange,USA,58.85666666666666,7.9927863310195715,49.63,63.66,3,13.580086647255317
AGEIGR637,Elite Insulated Gloves Red,Austria,42.125,19.410081143570732,28.4,55.85,2,46.07734396099877
AGEIGR637,Elite Insulated Gloves Red,Canada,79.77,,79.77,79.77,1,
AGEIGR637,Elite Insulated Gloves Red,China,42.66,,42.66,42.66,1,
AGEIGR637,Elite Insulated Gloves Red,Japan,52.49,8.661440988657716,38.84,59.71,6,16.501125907139865
AGEIGR637,Elite Insulated Gloves Red,Spain,51.35,19.973139462788524,37.82,74.29,3,38.89608464028924
AGEIGR637,Elite Insulated Gloves Red,USA,51.577999999999996,22.15896026441674,25.39,70.58,5,42.96203859090454
AGEIGW494,Elite Insulated Gloves White,Andorra,35.91,,35.91,35.91,1,
AGEIGW494,Elite Insulated Gloves White,Austria,41.92,2.913279938488577,39.86,43.98,2,6.949618173875422
AGEIGW494,Elite Insulated Gloves White,Canada,28.51,,28.51,28.51,1,
AGEIGW494,Elite Insulated Gloves White,France,53.06,2.5031580054003753,51.29,54.83,2,4.717598954768894
AGEIGW494,Elite Insulated Gloves White,Italy,58.54,,58.54,58.54,1,
AGEIGW494,Elite Insulated Gloves White,Japan,42.78,23.970705732901006,21.98,76.63,4,56.032505219497445
AGEIGW494,Elite Insulated Gloves White,South Korea,53.16,13.067333316327398,43.92,62.4,2,24.581138668787432
AGEIGW494,Elite Insulated Gloves White,Spain,54.69,6.731656556895937,49.93,59.45,2,12.30875216108235
AGEIGW494,Elite Insulated Gloves White,Switzerland,66.82,,66.82,66.82,1,
AGEIGW494,Elite Insulated Gloves White,USA,51.95,4.1860721446243545,48.99,54.91,2,8.057886707650345
AGEIGY145,Elite Insulated Gloves Yellow,Andorra,59.474999999999994,21.87081274209991,44.01,74.94,2,36.773119364606835
AGEIGY145,Elite Insulated Gloves Yellow,Austria,25.6,,25.6,25.6,1,
AGEIGY145,Elite Insulated Gloves Yellow,Canada,41.526666666666664,21.24829483354684,21.52,63.83,3,51.16783151440081
AGEIGY145,Elite Insulated Gloves Yellow,France,36.07,18.51986231050328,22.46,57.16,3,51.34422597866172
AGEIGY145,Elite Insulated Gloves Yellow,Italy,66.40333333333334,9.972744523617024,54.96,73.24,3,15.018439621932167
AGEIGY145,Elite Insulated Gloves Yellow,Japan,54.375,21.220274503408287,39.37,69.38,2,39.02579219017616
AGEIGY145,Elite Insulated Gloves Yellow,South Korea,55.285,25.010366850568182,37.6,72.97,2,45.23897413506048
AGEIGY145,Elite Insulated Gloves Yellow,Spain,55.394999999999996,3.2031937187750588,53.13,57.66,2,5.782460003204367
AGEIGY145,Elite Insulated Gloves Yellow,Switzerland,54.68,,54.68,54.68,1,
AGEIGY145,Elite Insulated Gloves Yellow,USA,49.45333333333334,23.441037377499597,35.75,76.52,3,47.40031823436154
AGELGB170,Elite Leather Gloves Black,Andorra,34.72,,34.72,34.72,1,
AGELGB170,Elite Leather Gloves Black,Austria,51.69,,51.69,51.69,1,
AGELGB170,Elite Leather Gloves Black,France,45.66,,45.66,45.66,1,
AGELGB170,Elite Leather Gloves Black,Italy,57.3925,20.987593755994673,27.19,75.43,4,36.5685303062154
AGELGB170,Elite Leather Gloves Black,Japan,69.75,,69.75,69.75,1,
AGELGB170,Elite Leather Gloves Black,South Korea,46.845,20.85257897719129,32.1,61.59,2,44.51399077210223
AGELGB170,Elite Leather Gloves Black,Spain,54.56,15.839191898578669,43.36,65.76,2,29.030776940210167
AGELGB170,Elite Leather Gloves Black,USA,66.91333333333334,11.364428420881246,54.75,77.26,3,16.98380256184305
AGELGB324,Elite Leather Gloves Blue,Austria,22.66,,22.66,22.66,1,
AGELGB324,Elite Leather Gloves Blue,China,48.48,,48.48,48.48,1,
AGELGB324,Elite Leather Gloves Blue,France,55.05,17.130259776197207,30.82,70.35,4,31.117638103900468
AGELGB324,Elite Leather Gloves Blue,Italy,77.22,,77.22,77.22,1,
AGELGB324,Elite Leather Gloves Blue,Japan,59.686,13.09987519024514,41.08,73.37,5,21.947986446143382
AGELGB324,Elite Leather Gloves Blue,South Korea,64.73,,64.73,64.73,1,
AGELGB324,Elite Leather Gloves Blue,Spain,32.95,1.866761902332487,31.63,34.27,2,5.665438246836076
AGELGB324,Elite Leather Gloves Blue,USA,45.05,18.31423353569567,21.31,61.96,5,40.65312660531781
AGELGG506,Elite Leather Gloves Gray,Andorra,60.96,,60.96,60.96,1,
AGELGG506,Elite Leather Gloves Gray,Austria,54.834999999999994,19.698200425419575,36.19,72.02,4,35.92267789809351
AGELGG506,Elite Leather Gloves Gray,Canada,49.63250000000001,18.513305800603703,36.59,76.4,4,37.30077227744663
AGELGG506,Elite Leather Gloves Gray,China,60.52,,60.52,60.52,1,
AGELGG506,Elite Leather Gloves Gray,France,53.41,18.985686713943213,33.88,71.8,3,35.54706368459692
AGELGG506,Elite Leather Gloves Gray,Italy,63.59,10.832875887777906,55.93,71.25,2,17.03550226101259
AGELGG506,Elite Leather Gloves Gray,Japan,46.58,15.485638507985387,35.63,57.53,2,33.245252271329726
AGELGG506,Elite Leather Gloves Gray,Switzerland,21.29,,21.29,21.29,1,
AGELGG506,Elite Leather Gloves Gray,USA,49.196666666666665,25.70538140805021,24.02,75.4,3,52.250250168812684
AGELGG588,Elite Leather Gloves Green,Andorra,31.855,12.918840892278226,22.72,40.99,2,40.55514328136313
AGELGG588,Elite Leather Gloves Green,Austria,57.0,,57.0,57.0,1,
AGELGG588,Elite Leather Gloves Green,Canada,67.21000000000001,6.47709811566878,62.63,71.79,2,9.63710476963068
AGELGG588,Elite Leather Gloves Green,China,67.68,,67.68,67.68,1,
AGELGG588,Elite Leather Gloves Green,Italy,57.46,,57.46,57.46,1,
AGELGG588,Elite Leather Gloves Green,Japan,45.46333333333333,25.95995441701185,21.23,72.86,3,57.10086021778397
AGELGG588,Elite Leather Gloves Green,South Korea,54.83,,54.83,54.83,1,
AGELGG588,Elite Leather Gloves Green,Switzerland,63.37,,63.37,63.37,1,
AGELGG588,Elite Leather Gloves Green,USA,53.98500000000001,19.34987209260051,33.5,76.8,6,35.84305287135409
AGELGO339,Elite Leather Gloves Orange,Austria,54.604,19.116963147947953,35.35,79.49,5,35.01018816926956
AGELGO339,Elite Leather Gloves Orange,Canada,40.63333333333333,19.01552611245172,21.7,59.73,3,46.79784933335124
AGELGO339,Elite Leather Gloves Orange,China,47.504999999999995,20.940605690062235,25.13,71.1,4,44.0808455742811
AGELGO339,Elite Leather Gloves Orange,France,56.84,29.9643404733026,22.75,79.01,3,52.716995906584444
AGELGO339,Elite Leather Gloves Orange,Italy,39.006,13.597375849773366,30.72,62.93,5,34.85970325020091
AGELGO339,Elite Leather Gloves Orange,Japan,49.1,32.24406922210657,26.3,71.9,2,65.67020208168344
AGELGO339,Elite Leather Gloves Orange,South Korea,64.99,,64.99,64.99,1,
AGELGO339,Elite Leather Gloves Orange,USA,47.6425,23.973499779270163,26.14,74.95,4,50.31956714964615
AGELGR870,Elite Leather Gloves Red,Andorra,78.73,,78.73,78.73,1,
AGELGR870,Elite Leather Gloves Red,Austria,24.11,,24.11,24.11,1,
AGELGR870,Elite Leather Gloves Red,Canada,49.61666666666667,21.538394400078506,26.21,68.6,3,43.409595700527724
AGELGR870,Elite Leather Gloves Red,China,56.73,,56.73,56.73,1,
AGELGR870,Elite Leather Gloves Red,France,50.726,14.18907784177675,29.96,67.25,5,27.972002211443343
AGELGR870,Elite Leather Gloves Red,Italy,46.05666666666667,7.88823385386953,40.74,55.12,3,17.127235696322348
AGELGR870,Elite Leather Gloves Red,Japan,68.00999999999999,14.637110370561532,57.66,78.36,2,21.521997310044895
AGELGR870,Elite Leather Gloves Red,South Korea,64.51333333333334,10.364677193879858,53.0,73.1,3,16.065945841500245
AGELGR870,Elite Leather Gloves Red,Spain,40.22666666666667,8.779842443536978,30.98,48.45,3,21.825925862289473
AGELGR870,Elite Leather Gloves Red,USA,54.69500000000001,31.20462225376234,32.63,76.76,2,57.05205641057197
AGELGW133,Elite Leather Gloves White,Andorra,48.72,,48.72,48.72,1,
AGELGW133,Elite Leather Gloves White,Austria,68.78,,68.78,68.78,1,
AGELGW133,Elite Leather Gloves White,Canada,76.96,,76.96,76.96,1,
AGELGW133,Elite Leather Gloves White,France,68.35249999999999,8.021219254784977,57.25,75.22,4,11.73507809485385
AGELGW133,Elite Leather Gloves White,Italy,48.076666666666675,19.1594476259973,36.96,70.2,3,39.851863605346935
AGELGW133,Elite Leather Gloves White,Spain,53.295,5.805346673541553,49.19,57.4,2,10.892854251883954
AGELGW133,Elite Leather Gloves White,USA,63.84,17.62110098716876,51.38,76.3,2,27.601975230527504
AGELGY514,Elite Leather Gloves Yellow,Austria,23.57,,23.57,23.57,1,
AGELGY514,Elite Leather Gloves Yellow,Canada,20.29,,20.29,20.29,1,
AGELGY514,Elite Leather Gloves Yellow,China,42.64,,42.64,42.64,1,
AGELGY514,Elite Leather Gloves Yellow,France,76.86,,76.86,76.86,1,
AGELGY514,Elite Leather Gloves Yellow,Italy,34.269999999999996,8.084474833490011,25.53,44.96,4,23.590530590866685
AGELGY514,Elite Leather Gloves Yellow,Japan,47.025000000000006,2.170817818242704,45.49,48.56,2,4.616305833583633
AGELGY514,Elite Leather Gloves Yellow,South Korea,52.465,13.866363979068204,42.66,62.27,2,26.429741692686942
AGELGY514,Elite Leather Gloves Yellow,Spain,66.56666666666666,17.278779856614104,46.85,79.07,3,25.957105443085787
AGELGY514,Elite Leather Gloves Yellow,Switzerland,20.8,,20.8,20.8,1,
AGELGY514,Elite Leather Gloves Yellow,USA,31.32,2.291025971044412,29.7,32.94,2,7.314897736412554
AGESAGB270,Elite S3 Anti-Fog Goggles Blue,France,93.47,,93.47,93.47,1,
AGESAGB270,Elite S3 Anti-Fog Goggles Blue,Japan,153.79,,153.79,153.79,1,
AGESAGB270,Elite S3 Anti-Fog Goggles Blue,South Korea,125.59,,125.59,125.59,1,
AGESAGB270,Elite S3 Anti-Fog Goggles Blue,Spain,117.245,42.49488949665987,61.57,164.08,4,36.244521725156616
AGESAGB270,Elite S3 Anti-Fog Goggles Blue,USA,155.8,,155.8,155.8,1,
AGESAGB857,Elite S3 Anti-Fog Goggles Black,Canada,109.6525,26.930731361525748,85.03,141.66,4,24.560070551538494
AGESAGB857,Elite S3 Anti-Fog Goggles Black,France,111.435,1.407142494561236,110.44,112.43,2,1.2627473366188684
AGESAGB857,Elite S3 Anti-Fog Goggles Black,Italy,116.455,40.6939952572858,87.68,145.23,2,34.94396570115993
AGESAGB857,Elite S3 Anti-Fog Goggles Black,Japan,170.59,,170.59,170.59,1,
AGESAGB857,Elite S3 Anti-Fog Goggles Black,Spain,105.1,45.46696603029501,72.95,137.25,2,43.2606717700238
AGESAGB857,Elite S3 Anti-Fog Goggles Black,Switzerland,78.77,36.543278451720774,52.93,104.61,2,46.3923809213162
AGESAGB857,Elite S3 Anti-Fog Goggles Black,USA,142.855,33.707780259162725,119.02,166.69,2,23.595800118415685
AGESAGG245,Elite S3 Anti-Fog Goggles Gray,Austria,154.95,,154.95,154.95,1,
AGESAGG245,Elite S3 Anti-Fog Goggles Gray,Canada,109.31,,109.31,109.31,1,
AGESAGG245,Elite S3 Anti-Fog Goggles Gray,China,159.27,,159.27,159.27,1,
AGESAGG245,Elite S3 Anti-Fog Goggles Gray,France,108.7,53.71985945625696,72.81,170.46,3,49.420293888000884
AGESAGG245,Elite S3 Anti-Fog Goggles Gray,Japan,119.93000000000002,35.343536891488384,80.08,162.36,5,29.470138323595744
AGESAGG245,Elite S3 Anti-Fog Goggles Gray,Spain,91.58,23.40523445727472,75.03,108.13,2,25.557146164309586
AGESAGG245,Elite S3 Anti-Fog Goggles Gray,Switzerland,115.09,,115.09,115.09,1,
AGESAGG947,Elite S3 Anti-Fog Goggles Green,Andorra,175.88,,175.88,175.88,1,
AGESAGG947,Elite S3 Anti-Fog Goggles Green,Canada,168.53,,168.53,168.53,1,
AGESAGG947,Elite S3 Anti-Fog Goggles Green,France,132.41,50.40257136297712,96.77,168.05,2,38.06553233364332
AGESAGG947,Elite S3 Anti-Fog Goggles Green,South Korea,95.94,,95.94,95.94,1,
AGESAGG947,Elite S3 Anti-Fog Goggles Green,Spain,88.1425,27.167359551491195,64.59,119.13,4,30.822088721662304
AGESAGG947,Elite S3 Anti-Fog Goggles Green,Switzerland,98.19,,98.19,98.19,1,
AGESAGG947,Elite S3 Anti-Fog Goggles Green,USA,90.13666666666666,35.70563587633377,56.58,127.66,3,39.61277601752943
AGESAGO361,Elite S3 Anti-Fog Goggles Orange,Austria,179.34,,179.34,179.34,1,
AGESAGO361,Elite S3 Anti-Fog Goggles Orange,Canada,126.0,,126.0,126.0,1,
AGESAGO361,Elite S3 Anti-Fog Goggles Orange,China,114.48,,114.48,114.48,1,
AGESAGO361,Elite S3 Anti-Fog Goggles Orange,France,126.845,35.15942304093497,63.21,169.77,8,27.71841463276831
AGESAGO361,Elite S3 Anti-Fog Goggles Orange,Italy,160.54,,160.54,160.54,1,
AGESAGO361,Elite S3 Anti-Fog Goggles Orange,Japan,129.405,28.630753570243314,109.16,149.65,2,22.124920652403937
AGESAGO361,Elite S3 Anti-Fog Goggles Orange,South Korea,87.79,21.920310216782973,72.29,103.29,2,24.96902861007287
AGESAGO361,Elite S3 Anti-Fog Goggles Orange,USA,113.7325,52.913386696247926,63.26,164.49,4,46.52442063284279
AGESAGR194,Elite S3 Anti-Fog Goggles Red,Austria,174.18,,174.18,174.18,1,
AGESAGR194,Elite S3 Anti-Fog Goggles Red,China,169.48,,169.48,169.48,1,
AGESAGR194,Elite S3 Anti-Fog Goggles Red,Italy,107.27,70.34298259243774,57.53,157.01,2,65.57563400059452
AGESAGR194,Elite S3 Anti-Fog Goggles Red,Japan,124.82666666666667,16.928095974838204,105.55,137.27,3,13.561281757240604
AGESAGR194,Elite S3 Anti-Fog Goggles Red,South Korea,59.02,,59.02,59.02,1,
AGESAGR194,Elite S3 Anti-Fog Goggles Red,Spain,172.48,,172.48,172.48,1,
AGESAGR194,Elite S3 Anti-Fog Goggles Red,Switzerland,77.03,,77.03,77.03,1,
AGESAGR194,Elite S3 Anti-Fog Goggles Red,USA,88.535,42.9284526858353,58.18,118.89,2,48.48755033132129
AGESAGW165,Elite S3 Anti-Fog Goggles White,Canada,108.67,37.71707570849045,82.0,135.34,2,34.70790071638028
AGESAGW165,Elite S3 Anti-Fog Goggles White,China,63.21,,63.21,63.21,1,
AGESAGW165,Elite S3 Anti-Fog Goggles White,France,77.585,4.574980874276962,74.35,80.82,2,5.8967337427040825
AGESAGW165,Elite S3 Anti-Fog Goggles White,Italy,72.42,19.36058366888767,58.73,86.11,2,26.733752649665384
AGESAGW165,Elite S3 Anti-Fog Goggles White,Japan,109.66199999999999,43.564062827059644,54.43,170.43,5,39.725759905035154
AGESAGW165,Elite S3 Anti-Fog Goggles White,Spain,129.20000000000002,53.66844417346193,67.65,166.22,3,41.539043477911704
AGESAGW165,Elite S3 Anti-Fog Goggles White,USA,99.69,,99.69,99.69,1,
AGESAGY816,Elite S3 Anti-Fog Goggles Yellow,Austria,87.77,,87.77,87.77,1,
AGESAGY816,Elite S3 Anti-Fog Goggles Yellow,China,110.27,,110.27,110.27,1,
AGESAGY816,Elite S3 Anti-Fog Goggles Yellow,Italy,147.32,,147.32,147.32,1,
AGESAGY816,Elite S3 Anti-Fog Goggles Yellow,Japan,96.65,,96.65,96.65,1,
AGESAGY816,Elite S3 Anti-Fog Goggles Yellow,Spain,119.065,35.30584158464433,94.1,144.03,2,29.65257765476364
AGESAGY816,Elite S3 Anti-Fog Goggles Yellow,Switzerland,78.45,,78.45,78.45,1,
AGESAGY816,Elite S3 Anti-Fog Goggles Yellow,USA,144.945,40.609142443543426,116.23,173.66,2,28.01693224570936
AGESGB121,Elite S1 Goggles Black,Andorra,100.78999999999999,15.457354236737924,89.86,111.72,2,15.336198270401752
AGESGB121,Elite S1 Goggles Black,Canada,113.77142857142859,42.24297157657173,52.64,150.62,7,37.129683706178064
AGESGB121,Elite S1 Goggles Black,France,71.04,,71.04,71.04,1,
AGESGB121,Elite S1 Goggles Black,Italy,106.91,54.20680584576075,68.58,145.24,2,50.70321377397882
AGESGB121,Elite S1 Goggles Black,Japan,60.18,,60.18,60.18,1,
AGESGB121,Elite S1 Goggles Black,Spain,96.25750000000001,43.98647017360376,56.79,146.12,4,45.696667972473584
AGESGB121,Elite S1 Goggles Black,USA,89.515,34.95228819405105,64.8,114.23,2,39.04629189973864
AGESGB420,Elite S1 Goggles Blue,Andorra,119.25,2.6587214972614124,117.37,121.13,2,2.2295358467600943
AGESGB420,Elite S1 Goggles Blue,China,108.86500000000001,1.5768481220460089,107.75,109.98,2,1.4484435971579561
AGESGB420,Elite S1 Goggles Blue,France,77.635,13.060262248515532,68.4,86.87,2,16.822647322104118
AGESGB420,Elite S1 Goggles Blue,Japan,132.95,38.48075103217192,105.74,160.16,2,28.943776631945788
AGESGB420,Elite S1 Goggles Blue,South Korea,130.52,58.1666038204054,89.39,171.65,2,44.565280279195065
AGESGB420,Elite S1 Goggles Blue,Spain,160.9,,160.9,160.9,1,
AGESGB420,Elite S1 Goggles Blue,USA,64.04,,64.04,64.04,1,
AGESGG375,Elite S1 Goggles Gray,Andorra,145.06,,145.06,145.06,1,
AGESGG375,Elite S1 Goggles Gray,Austria,85.07,,85.07,85.07,1,
AGESGG375,Elite S1 Goggles Gray,France,102.12666666666667,51.541197437907215,71.37,161.63,3,50.4679131515509
AGESGG375,Elite S1 Goggles Gray,Italy,87.07,,87.07,87.07,1,
AGESGG375,Elite S1 Goggles Gray,South Korea,101.0,,101.0,101.0,1,
AGESGG786,Elite S1 Goggles Green,Austria,69.92,,69.92,69.92,1,
AGESGG786,Elite S1 Goggles Green,China,114.75666666666666,34.795001556737034,75.87,142.95,3,30.320679893749414
AGESGG786,Elite S1 Goggles Green,France,168.03,,168.03,168.03,1,
AGESGG786,Elite S1 Goggles Green,Italy,123.5,19.27573085514528,109.87,137.13,2,15.607879234935448
AGESGG786,Elite S1 Goggles Green,Japan,86.57,,86.57,86.57,1,
AGESGG786,Elite S1 Goggles Green,South Korea,126.475,40.24144691732642,98.02,154.93,2,31.81770857270324
AGESGG786,Elite S1 Goggles Green,USA,168.51,,168.51,168.51,1,
AGESGO306,Elite S1 Goggles Orange,Andorra,79.22,,79.22,79.22,1,
AGESGO306,Elite S1 Goggles Orange,Canada,108.6,,108.6,108.6,1,
AGESGO306,Elite S1 Goggles Orange,France,105.5675,36.564084723491526,52.69,134.52,4,34.63573990431859
AGESGO306,Elite S1 Goggles Orange,Italy,102.55,17.928234715107905,82.35,119.4,6,17.482432681723946
AGESGO306,Elite S1 Goggles Orange,Japan,115.31666666666666,42.53354244985166,71.37,156.28,3,36.88412410740135
AGESGO306,Elite S1 Goggles Orange,Spain,177.23,,177.23,177.23,1,
AGESGO306,Elite S1 Goggles Orange,USA,111.23333333333333,44.36030244862329,68.44,157.01,3,39.88040375962537
AGESGR713,Elite S1 Goggles Red,Andorra,56.73,,56.73,56.73,1,
AGESGR713,Elite S1 Goggles Red,Canada,129.70000000000002,6.9433925425544,125.13,137.69,3,5.3534252448376245
AGESGR713,Elite S1 Goggles Red,China,104.87,,104.87,104.87,1,
AGESGR713,Elite S1 Goggles Red,France,104.995,45.063915165018685,73.13,136.86,2,42.9200582551728
AGESGR713,Elite S1 Goggles Red,Italy,125.525,23.55868346632865,98.67,156.11,4,18.768120666264608
AGESGR713,Elite S1 Goggles Red,Japan,150.08,,150.08,150.08,1,
AGESGR713,Elite S1 Goggles Red,South Korea,63.03,,63.03,63.03,1,
AGESGR713,Elite S1 Goggles Red,Spain,151.03666666666666,14.70002834464387,136.32,165.72,3,9.732754746955843
AGESGR713,Elite S1 Goggles Red,Switzerland,82.05,,82.05,82.05,1,
AGESGR713,Elite S1 Goggles Red,USA,150.7,25.83768178455643,132.43,168.97,2,17.14511067322922
AGESGW479,Elite S1 Goggles White,Austria,148.03,13.293607486307103,138.63,157.43,2,8.98034687989401
AGESGW479,Elite S1 Goggles White,Canada,88.735,0.1626345596728987,88.62,88.85,2,0.18328118518386058
AGESGW479,Elite S1 Goggles White,France,128.62333333333333,48.03588485011319,80.42,176.49,3,37.34616698637872
AGESGW479,Elite S1 Goggles White,Italy,115.316,43.23359029736022,59.15,163.34,5,37.49140648076609
AGESGW479,Elite S1 Goggles White,Japan,99.775,39.5148491076456,71.0,155.68,4,39.603958013175244
AGESGW479,Elite S1 Goggles White,Spain,126.17,,126.17,126.17,1,
AGESGW479,Elite S1 Goggles White,Switzerland,92.44,,92.44,92.44,1,
AGESGW479,Elite S1 Goggles White,USA,112.66666666666667,11.456108996222644,104.19,125.7,3,10.168144079487554
AGESGY664,Elite S1 Goggles Yellow,Austria,57.28,,57.28,57.28,1,
AGESGY664,Elite S1 Goggles Yellow,Canada,106.27,,106.27,106.27,1,
AGESGY664,Elite S1 Goggles Yellow,China,147.7,,147.7,147.7,1,
AGESGY664,Elite S1 Goggles Yellow,France,160.63666666666666,30.04945312868995,125.94,178.26,3,18.706472035456798
AGESGY664,Elite S1 Goggles Yellow,Italy,92.17,53.30170916584196,54.48,129.86,2,57.82978101968316
AGESGY664,Elite S1 Goggles Yellow,Japan,92.51666666666667,26.977087191417336,67.07,120.8,3,29.159164681769774
AGESGY664,Elite S1 Goggles Yellow,Spain,82.79,,82.79,82.79,1,
AGESGY664,Elite S1 Goggles Yellow,Switzerland,164.52,,164.52,164.52,1,
AGESGY664,Elite S1 Goggles Yellow,USA,114.06,,114.06,114.06,1,
AGESHCG147,Elite S4 High Contrast Goggles Black,Andorra,91.7,,91.7,91.7,1,
AGESHCG147,Elite S4 High Contrast Goggles Black,Austria,139.94,,139.94,139.94,1,
AGESHCG147,Elite S4 High Contrast Goggles Black,Canada,97.71666666666665,40.92328228934396,51.21,128.22,3,41.87953159407535
AGESHCG147,Elite S4 High Contrast Goggles Black,France,115.295,42.9284526858353,84.94,145.65,2,37.233577072583635
AGESHCG147,Elite S4 High Contrast Goggles Black,Italy,125.125,4.914392129246497,121.65,128.6,2,3.927586117279918
AGESHCG147,Elite S4 High Contrast Goggles Black,Japan,136.6,55.872859243106575,72.62,175.78,3,40.90253238880423
AGESHCG147,Elite S4 High Contrast Goggles Black,Spain,155.68,,155.68,155.68,1,
AGESHCG147,Elite S4 High Contrast Goggles Black,USA,169.58,,169.58,169.58,1,
AGESHCG198,Elite S4 High Contrast Goggles Orange,Andorra,113.19,30.773287117238535,91.43,134.95,2,27.187284315963012
AGESHCG198,Elite S4 High Contrast Goggles Orange,Canada,167.77,13.350176028802014,158.33,177.21,2,7.95742744757824
AGESHCG198,Elite S4 High Contrast Goggles Orange,China,167.39,,167.39,167.39,1,
AGESHCG198,Elite S4 High Contrast Goggles Orange,France,96.75,33.343472124740295,71.02,141.95,4,34.463537079834936
AGESHCG198,Elite S4 High Contrast Goggles Orange,Italy,102.46199999999999,53.10481776637596,57.29,177.64,5,51.828792885534114
