Year,Quarter,Region,Country,Main_Category,Subcategory,orders,revenue,production_cost,shipping_cost,profit,avg_sales_price,avg_delivery_days,has_shipping_rate,avg_shop_age,unique_products,top_product_revenue_share,profit_margin_pct,shipping_ratio,production_ratio,profit_per_order,revenue_per_order,revenue_share_country_quarter,profit_share_region_quarter,profit_yoy_growth,orders_yoy_growth,region_margin_pct,region_shipping_ratio,margin_gap_vs_region,shipping_gap_vs_region,pred_profit_margin_pct,pred_shipping_ratio,margin_gap_vs_model,shipping_gap_vs_model,risk_score,cluster_id,cluster_label,anomaly_flag,anomaly_score,anomaly_reason
2021,1,Asia,China,Technical equipment,Boots,5,2278.83,1239.46,273.99,765.3799999999999,455.76599999999996,5.0,1.0,2.0,5,0.23094745988072826,0.3358653344040582,0.12023275101696924,0.5439019145789725,153.07599999999996,455.76599999999996,0.19327302041519057,0.009917484733684475,0.12927880075542952,0.25,0.40708694621974784,0.04073193841035938,-0.07122161181568964,0.07950081260660986,0.3466478633028809,0.11051208288067177,-0.010782528898822696,0.009720668136297475,74.32623632745832,1,Pressao logistica,-1,0.17951975084810656,"margem baixa, abaixo do esperado pelo modelo, pressao de shipping"
2020,2,Asia,China,Technical equipment,Skis,6,5001.37,2817.07,535.7,1648.6000000000001,833.5616666666666,5.166666666666667,1.0,1.0,5,0.4069225032341139,0.329629681467278,0.1071106516814393,0.5632596668512828,274.7666666666667,833.5616666666666,0.40801397309803356,0.02777841432197484,0.0,0.0,0.40769468793636565,0.03795097168508269,-0.07806500646908765,0.06915967999635661,0.3419884995357371,0.10708852360247817,-0.012358818068459121,2.2128078961125563e-05,74.08988929777976,1,Pressao logistica,-1,0.15872727475471993,"margem baixa, abaixo do esperado pelo modelo, pressao de shipping"
2021,3,Asia,China,Technical equipment,Skis,5,3327.29,1978.2900000000002,276.83,1072.17,665.458,4.0,1.0,2.0,4,0.5669148165624277,0.322235212440154,0.0831998413122992,0.5945649462475469,214.43400000000003,665.458,0.19657085534248617,0.012408498936996349,3.287136630812909,4.0,0.4094873914752311,0.040240123981644706,-0.0872521790350771,0.04295971733065449,0.3461062344901807,0.0878843696499501,-0.02387102205002667,-0.004684528337650901,73.96959146548728,1,Pressao logistica,-1,0.21525987216506226,"margem baixa, abaixo do esperado pelo modelo, pressao de shipping"
2021,4,Asia,China,Clothing,Jackets,12,2485.7599999999998,1460.28,265.43,760.05,207.14666666666665,4.75,1.0,2.0,12,0.11214678810504633,0.305761618177137,0.10678022013388261,0.5874581616889805,63.3375,207.14666666666665,0.11083807651062672,0.006640255332473185,3.860276250159867,5.0,0.4108663216157494,0.03795818143401554,-0.10510470343861239,0.06882203869986707,0.32950506731234697,0.10268379987188465,-0.023743449135209982,0.0040964202619979545,73.91238662212527,1,Pressao logistica,-1,0.19915156333109973,"margem baixa, abaixo do esperado pelo modelo, pressao de shipping"
2021,4,Asia,China,Accessories,Gloves,7,352.86,220.95000000000002,28.31,103.6,50.40857142857143,6.285714285714286,1.0,2.0,7,0.20149634415915657,0.29360086153148557,0.08023011959417332,0.6261690188743412,14.799999999999999,50.40857142857143,0.015733748904777512,0.0009051121011041667,1.2546245919477697,1.3333333333333335,0.4108663216157494,0.03795818143401554,-0.1172654600842638,0.042271938160157785,0.3328919285800145,0.08757575543668095,-0.039291067048528916,-0.007345635842507622,73.44536344050199,1,Pressao logistica,-1,0.20747825761394378,"margem baixa, abaixo do esperado pelo modelo, pressao de shipping"
2020,1,Asia,China,Technical equipment,Skis,6,5321.91,2977.21,605.49,1739.21,886.985,5.5,1.0,0.3333333333333333,6,0.21591120481180628,0.32680184369897275,0.11377306267862479,0.5594250936224026,289.86833333333334,886.985,0.25732073430000274,0.01439771863036032,0.0,0.0,0.40689091573668956,0.03778800731172781,-0.08008907203771681,0.07598505536689698,0.33648431589440636,0.10801935990927417,-0.009682472195433611,0.005753702769350624,73.16415094723862,1,Pressao logistica,-1,0.17541423719646132,"margem baixa, pressao de shipping, shipping acima do esperado"
2021,3,Asia,China,Technical equipment,Boots,9,5199.78,2998.8,584.85,1616.1299999999999,577.7533333333333,5.444444444444445,1.0,2.0,9,0.12853620730107812,0.310807380312244,0.1124759124424495,0.5767167072453065,179.57,577.7533333333333,0.30719450429411105,0.01870388780421753,7.1200321559563875,8.0,0.4094873914752311,0.040240123981644706,-0.09868001116298714,0.0722357884608048,0.33098873747292545,0.10890431847868155,-0.02018135716068148,0.0035715939637679522,72.84215510929005,1,Pressao logistica,-1,0.21823789713971364,"margem baixa, abaixo do esperado pelo modelo, pressao de shipping"
2021,2,Asia,China,Technical equipment,Poles,7,1099.1599999999999,587.13,123.0,389.03,157.02285714285713,4.428571428571429,1.0,2.0,3,0.5030932712252993,0.3539339131700572,0.1119036355034754,0.5341624513264676,55.575714285714284,157.02285714285713,0.13809947997220823,0.006952912750890984,1.6527787248550965,1.3333333333333335,0.409132305787842,0.04034317765956789,-0.05519839261778481,0.07156045784390752,0.3542830941122675,0.10904538893861361,-0.00034918094221031426,0.002858246564861791,71.60430527488364,1,Pressao logistica,-1,0.1609201727683376,"margem baixa, pressao de shipping, shipping acima do esperado"
2021,4,Asia,China,Accessories,Goggles,8,1000.49,579.14,98.44999999999999,322.9,125.06125,5.375,1.0,2.0,8,0.15890213795240332,0.3227418564903197,0.09840178312626811,0.5788563603834121,40.3625,125.06125,0.04461105946194199,0.0028210492031518863,0.30993914807302225,0.6000000000000001,0.4108663216157494,0.03795818143401554,-0.08812446512542965,0.060443601692252574,0.34586078178692437,0.09797255170829212,-0.023118925296604642,0.0004292314179759893,71.22386347969196,1,Pressao logistica,-1,0.14025839085883485,"margem baixa, abaixo do esperado pelo modelo, pressao de shipping"
2020,4,Asia,China,Clothing,Bottom base layers,7,825.0699999999999,466.66,84.28,274.13,117.86714285714285,5.142857142857143,1.0,1.0,7,0.23631934260123383,0.3322505969190493,0.10214890857745404,0.5656004945034967,39.16142857142857,117.86714285714285,0.06958511392857715,0.003929931301824688,0.0,0.0,0.4190320502221442,0.036970292700974766,-0.08678145330309489,0.06517861587647927,0.34232701751750233,0.09590777981192256,-0.01007642059845304,0.006241128765531484,71.2114132021968,1,Pressao logistica,-1,0.12711346137535984,"margem baixa, abaixo do esperado pelo modelo, pressao de shipping"
2020,1,Asia,China,Clothing,Jackets,9,1797.99,1017.59,192.89,587.51,199.77666666666667,5.444444444444445,1.0,0.4444444444444444,9,0.15828786589469354,0.3267593256914666,0.10728090812518423,0.5659597661833492,65.27888888888889,199.77666666666667,0.08693497392178032,0.004863589602476406,0.0,0.0,0.40689091573668956,0.03778800731172781,-0.08013159004522297,0.06949290081345642,0.3408023194080238,0.10653187509522162,-0.014042993716557206,0.0007490330299626119,70.73548827090156,1,Pressao logistica,-1,0.11746632111454447,"margem baixa, abaixo do esperado pelo modelo, pressao de shipping"
2021,2,Europe,Switzerland,Technical equipment,Poles,6,1001.08,604.68,55.65,340.75,166.84666666666666,1.8333333333333333,0.5,8.0,4,0.4354397250968954,0.34038238702201623,0.05558996284013265,0.6040276501378511,56.791666666666664,166.84666666666666,0.039285631594582704,0.0030083887917189364,-0.0047607921023423705,0.19999999999999996,0.43599657847845197,0.017338366375172894,-0.09561419145643574,0.03825159646495976,0.3766299391279901,0.049347614085477436,-0.03624755210597386,0.006242348754655215,70.6750177160542,1,Pressao logistica,-1,0.1361089817427893,"margem baixa, abaixo do esperado pelo modelo, pressao de shipping"
2020,4,Asia,China,Accessories,Helmets,7,891.48,508.71000000000004,88.56,294.21000000000004,127.35428571428572,5.0,1.0,1.0,7,0.1985238031139229,0.3300242293713824,0.099340422667923,0.5706353479606946,42.03000000000001,127.35428571428572,0.07518602950664545,0.0042177984471230496,0.0,0.0,0.4190320502221442,0.036970292700974766,-0.08900782085076175,0.06237012996694824,0.34095646285531406,0.09754828421096422,-0.01093223348393163,0.001792138456958789,69.5198184735896,1,Pressao logistica,-1,0.12900855507361808,"margem baixa, abaixo do esperado pelo modelo, pressao de shipping"
2020,1,Asia,China,Accessories,Helmets,13,1700.65,965.21,174.62,560.82,130.81923076923078,4.6923076923076925,1.0,0.3076923076923077,11,0.18008408549672184,0.32976802987093173,0.10267838767530062,0.5675535824537676,43.14,130.81923076923078,0.08222846812277916,0.0046426415224605855,0.0,0.0,0.40689091573668956,0.03778800731172781,-0.07712288586575783,0.06489038036357281,0.33872232316888046,0.10185163211788069,-0.008954293297948723,0.0008267555574199281,69.20213289308816,1,Pressao logistica,-1,0.12174325665499819,"margem baixa, pressao de shipping, dependencia de poucos SKUs"
2021,1,Asia,China,Clothing,Outerwear pants,9,1559.59,801.5,192.46,565.63,173.28777777777776,5.333333333333333,1.0,2.0,9,0.14884681230323354,0.362678652722831,0.12340422803429107,0.513917119242878,62.84777777777778,173.28777777777776,0.13227255649141317,0.007329204956902389,-0.04642851121938052,0.0,0.40708694621974784,0.04073193841035938,-0.04440829349691683,0.0826722896239317,0.35594209485121137,0.11089945440324385,0.006736557871619642,0.012504773631047225,67.84010905383495,1,Pressao logistica,-1,0.15412056992535095,"margem baixa, pressao de shipping, shipping acima do esperado"
2021,2,Europe,Andorra,Accessories,Gloves,5,241.55,146.31,9.38,85.86,48.31,1.0,0.2,9.8,5,0.3253570689298282,0.3554543572759263,0.038832539846822604,0.6057131028772511,17.172,48.31,0.01132681000360601,0.0007580345169684164,-0.5226817878585723,-0.4444444444444444,0.43599657847845197,0.017338366375172894,-0.08054222120252569,0.02149417347164971,0.4038784124335251,0.027733568872073847,-0.048424055157598844,0.011098970974748757,67.5934520133886,1,Pressao logistica,-1,0.1541526947139793,"margem baixa, abaixo do esperado pelo modelo, pressao de shipping"
2020,3,Asia,China,Clothing,Outerwear pants,8,1523.8899999999999,813.04,168.22,542.63,190.48624999999998,5.75,1.0,1.0,8,0.16198675757436562,0.3560821319124084,0.11038854510496166,0.53352932298263,67.82875,190.48624999999998,0.24304543236182571,0.010861919526954127,0.0,0.0,0.4162331152973843,0.03989787511050827,-0.06015098338497593,0.07049066999445339,0.36180607833518885,0.1057326456183721,-0.005723946422780457,0.0046558994865895514,67.08403212999026,1,Pressao logistica,-1,0.1279292011095442,"margem baixa, pressao de shipping, shipping acima do esperado"
2020,2,Asia,China,Clothing,Top base layers,6,553.6899999999999,321.54,49.28,182.86999999999998,92.28166666666665,5.5,1.0,1.0,6,0.19057595405371233,0.33027506366378295,0.08900287164297713,0.58072206469324,30.478333333333328,92.28166666666665,0.045170274697662875,0.0030813045172021947,0.0,0.0,0.40769468793636565,0.03795097168508269,-0.0774196242725827,0.051051899957894435,0.34077023267594425,0.09090406615567839,-0.010495169012161298,-0.0019011945127012653,66.82983166499515,1,Pressao logistica,-1,0.12085571760754832,"margem baixa, abaixo do esperado pelo modelo, pressao de shipping"
2020,4,Asia,China,Clothing,Suits,5,1519.5900000000001,889.93,131.83,497.8300000000001,303.918,5.2,1.0,1.0,5,0.25742470008357515,0.32760810481774694,0.08675366381721385,0.5856382313650391,99.56600000000002,303.918,0.12815984495221808,0.007136897457364699,0.0,0.0,0.4190320502221442,0.036970292700974766,-0.09142394540439724,0.04978337111623908,0.3417381886139598,0.09606213629378961,-0.014130083796212889,-0.009308472476575763,66.80114918461048,1,Pressao logistica,-1,0.14226417498864696,"margem baixa, abaixo do esperado pelo modelo, pressao de shipping"
2020,1,Asia,China,Clothing,Suits,10,2746.29,1488.02,306.81,951.46,274.629,5.3,1.0,0.2,10,0.1301392059833448,0.3464528509370824,0.1117179904525742,0.5418291586103434,95.146,274.629,0.13278641679411235,0.007876480337649065,0.0,0.0,0.40689091573668956,0.03778800731172781,-0.06043806479960717,0.0739299831408464,0.34501537084962647,0.10713340312798297,0.0014374800874559224,0.00458458732459123,66.79810380055503,1,Pressao logistica,-1,0.12728317988354954,"margem baixa, pressao de shipping, shipping acima do esperado"
2021,2,Asia,China,Clothing,Top base layers,5,366.1,187.95,42.629999999999995,135.52,73.22,5.6,1.0,2.0,5,0.29224255667850313,0.3701720841300191,0.11644359464627149,0.5133843212237094,27.104000000000003,73.22,0.045997142925347935,0.0024220721692433654,-0.2589271066878108,-0.16666666666666663,0.409132305787842,0.04034317765956789,-0.03896022165782287,0.07610041698670361,0.3599587392437499,0.10881780782769705,0.010213344886269238,0.00762578681857444,66.57380992354834,1,Pressao logistica,-1,0.1466023027076616,"margem baixa, pressao de shipping, shipping acima do esperado"
2020,3,Europe,Andorra,Clothing,Jackets,6,1140.14,617.01,94.26,428.87000000000006,190.02333333333334,2.8333333333333335,0.6666666666666666,8.333333333333334,6,0.25323205922079745,0.376155559843528,0.08267405757187714,0.5411703825845948,71.47833333333334,190.02333333333334,0.055512546729495266,0.004102856597283775,0.0,0.0,0.43029808953843734,0.01727275040977418,-0.05414252969490935,0.06540130716210296,0.39355076252664184,0.06860550561206011,-0.017395202683113842,0.01406855195981703,65.9355283056354,1,Pressao logistica,-1,0.1335281189207349,"margem baixa, abaixo do esperado pelo modelo, pressao de shipping"
2020,2,North America,Canada,Accessories,Neck warmers,11,398.68,250.7,14.83,133.14999999999998,36.24363636363636,2.3636363636363638,0.45454545454545453,3.090909090909091,10,0.2288552222333701,0.33397712451088585,0.03719775258352563,0.6288251229055885,12.104545454545452,36.24363636363636,0.006965958742751729,0.0024643971879034833,0.0,0.0,0.4160061098915106,0.028546685034425614,-0.08202898538062475,0.008651067549100017,0.389764999266971,0.042051585194689496,-0.055787874756085154,-0.004853832611163865,65.76566424552712,1,Pressao logistica,-1,0.1070729264102569,"margem baixa, abaixo do esperado pelo modelo, pressao de shipping"
2021,3,Asia,China,Clothing,Suits,7,1476.92,824.45,151.74,500.72999999999996,210.98857142857145,4.857142857142857,1.0,2.0,7,0.17362484088508517,0.33903664382634124,0.10274083904341468,0.5582225171302441,71.53285714285714,210.98857142857145,0.08725401983969677,0.005795076967945551,1.6987711544680386,2.5,0.4094873914752311,0.040240123981644706,-0.07045074764888987,0.06250071506176996,0.3408991441021397,0.10508820419017945,-0.0018625002757984288,-0.002347365146764771,65.55913638179351,1,Pressao logistica,-1,0.15400817782232334,"margem baixa, pressao de shipping, dependencia de poucos SKUs"
2021,3,Asia,China,Accessories,Goggles,5,501.16,278.43,47.11,175.62,100.232,4.8,1.0,2.0,5,0.2687963923697023,0.35042700933833504,0.09400191555591028,0.5555710751057547,35.124,100.232,0.029607713744050076,0.0020324953909504075,0.24077999152183138,0.0,0.4094873914752311,0.040240123981644706,-0.05906038213689607,0.053761791574265576,0.35712803305429747,0.09801757582588924,-0.006701023715962429,-0.00401566026997896,65.1530820972888,1,Pressao logistica,-1,0.1055827782865737,"margem baixa, pressao de shipping, dependencia de poucos SKUs"
2021,3,Asia,China,Clothing,Top base layers,6,469.22,262.24,42.94,164.04000000000002,78.20333333333333,5.666666666666667,1.0,2.0,6,0.23924811389113848,0.3496014662631602,0.09151357572140999,0.5588849580154298,27.340000000000003,78.20333333333333,0.027720750744239717,0.0018984770751139103,0.0,0.0,0.4094873914752311,0.040240123981644706,-0.05988592521207092,0.05127345173976528,0.35314037781396096,0.09195870759527233,-0.003538911550800772,-0.000445131873862345,64.76975236790436,1,Pressao logistica,-1,0.10558332443928009,"margem baixa, pressao de shipping, dependencia de poucos SKUs"
2021,3,Asia,China,Accessories,Gloves,5,283.87,139.04,34.14,110.69000000000001,56.774,4.8,1.0,2.0,4,0.35678303448761756,0.38993201113185616,0.12026631908972417,0.48980166977841966,22.138,56.774,0.01677057566550302,0.0012810438151936035,1.26545231273025,0.6666666666666667,0.4094873914752311,0.040240123981644706,-0.01955538034337495,0.08002619510807946,0.37067883177753647,0.1088191914082327,0.019253179354319694,0.011447127681491476,64.73876292041965,1,Pressao logistica,-1,0.19107732822569645,"margem baixa, pressao de shipping, shipping acima do esperado"
2020,2,Asia,China,Accessories,Gloves,5,285.91,171.42,21.78,92.71000000000001,57.182,5.4,1.0,1.0,5,0.25672414396138643,0.32426287992724984,0.07617781819453674,0.5995593018782134,18.542,57.182,0.02332466405174158,0.0015621356252519033,0.0,0.0,0.40769468793636565,0.03795097168508269,-0.08343180800911582,0.03822684650945405,0.33874510225697807,0.0895879505161475,-0.014482222329728234,-0.013410132321610757,64.68973062454985,1,Pressao logistica,-1,0.14776890439207457,"margem baixa, abaixo do esperado pelo modelo, pressao de shipping"
2021,4,Asia,China,Clothing,Suits,9,2405.03,1323.68,244.61,836.74,267.22555555555556,4.888888888888889,1.0,2.0,9,0.14654702851939477,0.3479125000519744,0.10170767100618287,0.5503798289418427,92.97111111111111,267.22555555555556,0.10723838952688619,0.007310265438975874,0.6807745615973322,0.8,0.4108663216157494,0.03795818143401554,-0.06295382156377499,0.06374948957216733,0.3501335269594968,0.10196879805887991,-0.0022210269075224054,-0.00026112705269704106,64.62936445425608,1,Pressao logistica,-1,0.11260515772616253,"margem baixa, pressao de shipping, dependencia de poucos SKUs"
2020,4,Asia,China,Technical equipment,Skis,5,4743.29,2388.77,517.32,1837.1999999999998,948.658,6.0,1.0,1.0,4,0.42828711716972817,0.38732609644360766,0.10906354028532939,0.5036103632710629,367.43999999999994,948.658,0.4000416631877062,0.026338123473214594,0.0,0.0,0.4190320502221442,0.036970292700974766,-0.03170595377853652,0.07209324758435462,0.36557444217427204,0.10224612152628546,0.02175165426933562,0.006817418759043931,63.40210450509743,1,Pressao logistica,-1,0.2140326465817517,"margem baixa, pressao de shipping, shipping acima do esperado"
2021,3,Asia,China,Accessories,Neck warmers,10,351.17,197.66,35.15,118.36,35.117000000000004,4.9,1.0,2.0,10,0.12968078138793177,0.33704473616766806,0.10009397158071588,0.562861292251616,11.836,35.117000000000004,0.020746549675748394,0.0013698106962355668,8.312352478363493,9.0,0.4094873914752311,0.040240123981644706,-0.07244265530756305,0.059853847599071176,0.3306281724868897,0.09929303389246072,0.006416563680778364,0.0008009376882551628,62.299632002761186,1,Pressao logistica,-1,0.19269326805138864,"margem baixa, pressao de shipping"
2020,1,Asia,China,Clothing,Bottom base layers,5,909.38,551.58,61.13,296.67,181.876,4.4,1.0,0.2,5,0.32903736611757467,0.32623325782401197,0.06722162352371946,0.6065451186522687,59.334,181.876,0.04396961417193009,0.002455926073371816,0.0,0.0,0.40689091573668956,0.03778800731172781,-0.0806576579126776,0.029433616211991656,0.33978429030050045,0.08950998761403813,-0.013551032476488478,-0.02228836409031866,62.0418282407506,1,Pressao logistica,-1,0.13242470476489598,"margem baixa, abaixo do esperado pelo modelo, pressao de shipping"
2021,4,Asia,China,Accessories,Ski socks,10,231.24,131.14000000000001,20.46,79.64,23.124000000000002,5.4,1.0,2.0,9,0.23373983739837395,0.34440408233869574,0.08847950181629476,0.5671164158450096,7.964,23.124000000000002,0.01031080909352364,0.000695783086215597,0.8516624040920717,0.6666666666666667,0.4108663216157494,0.03795818143401554,-0.06646223927705364,0.05052132038227922,0.3367819304260807,0.09241343514244832,0.0076221519126150605,-0.003933933326153563,62.0083932277823,1,Pressao logistica,-1,0.11909818616151346,"margem baixa, pressao de shipping, dependencia de poucos SKUs"
2022,3,Europe,Andorra,Accessories,Gloves,10,488.73,298.43,16.549999999999997,173.75,48.873000000000005,0.9,0.2,10.8,10,0.1404865672252573,0.35551326908517994,0.033863278292717854,0.6106234526221022,17.375,48.873000000000005,0.008796018331742336,0.0006808216975190897,-0.6681627196333079,-0.5833333333333333,0.429264102179863,0.016549146515549472,-0.07375083309468305,0.01731413177716838,0.39664382857181285,0.02683672601489214,-0.04113055948663291,0.007026552277825712,61.59622863395596,1,Pressao logistica,-1,0.10173280112658611,"margem baixa, abaixo do esperado pelo modelo, pressao de shipping"
2020,1,Asia,China,Accessories,Gloves,9,510.52000000000004,264.43,54.39,191.70000000000002,56.72444444444445,5.222222222222222,1.0,0.5555555555555556,8,0.23568126615999377,0.37549949071534905,0.10653843140327508,0.5179620778813758,21.3,56.72444444444445,0.024684254576803705,0.0015869519272773693,0.0,0.0,0.40689091573668956,0.03778800731172781,-0.03139142502134051,0.06875042409154727,0.35697186867296743,0.10111016026594703,0.01852762204238162,0.00542827113732805,61.479125747771576,1,Pressao logistica,-1,0.11906843393176325,"margem baixa, pressao de shipping, shipping acima do esperado"
2021,2,Europe,Switzerland,Clothing,Top base layers,10,871.31,514.61,38.019999999999996,318.67999999999995,87.131,1.8,0.3,7.6,9,0.17067404253365623,0.3657481263844096,0.043635445478647096,0.5906164281369433,31.867999999999995,87.131,0.03419303518667425,0.0028135387825238166,-0.33994739131335316,-0.2857142857142857,0.43599657847845197,0.017338366375172894,-0.07024845209404235,0.026297079103474202,0.39784236182178956,0.03496773938146706,-0.03209423543737994,0.008667706097180039,61.11630444871672,1,Pressao logistica,-1,0.07947223943274451,"margem baixa, abaixo do esperado pelo modelo, pressao de shipping"
